# ensayo 2026-09-21 18:34:24
# lc1_cuentas_por_N=14.41  lc1_cero_N=51.78  lc1_int16=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
1727382,0.000,1,hacia_A,-0.0000,8150,-47,-1,-66,-30,0,1,4,10858
1727432,0.050,1,hacia_A,-0.0025,8150,-48,-3,-85,-30,0,1,4,10996
1727482,0.100,1,hacia_A,-0.0050,8150,-49,-3,-111,-30,0,1,4,10996
1727532,0.150,1,hacia_A,-0.0067,8150,-51,-2,-128,-30,0,1,4,10998
1727582,0.200,1,hacia_A,-0.0117,8125,-54,-6,-145,-30,0,1,4,10872
1727632,0.250,1,hacia_A,-0.0208,8125,-56,-11,-153,-30,0,1,4,10996
1727682,0.300,1,hacia_A,-0.0308,8125,-60,-12,-166,-30,0,1,4,10997
1727732,0.350,1,hacia_A,-0.0433,8125,-65,-15,-177,-30,0,1,4,10996
1727782,0.400,1,hacia_A,-0.0583,8098,-69,-18,-186,-30,0,1,4,10873
1727832,0.450,1,hacia_A,-0.0725,8098,-75,-17,-198,-30,0,1,4,10997
1727882,0.500,1,hacia_A,-0.0883,8098,-82,-19,-204,-30,0,1,4,10997
1727932,0.550,1,hacia_A,-0.1033,8098,-88,-18,-210,-30,0,0,4,10997
1727982,0.600,1,hacia_A,-0.1167,8093,-95,-16,-227,-30,0,0,4,10878
1728032,0.650,1,hacia_A,-0.1333,8093,-101,-20,-229,-30,0,0,4,10995
1728082,0.700,1,hacia_A,-0.1508,8093,-107,-21,-231,-30,0,0,4,10999
1728132,0.750,1,hacia_A,-0.1683,8093,-111,-21,-243,-30,0,0,4,10996
1728182,0.800,1,hacia_A,-0.1850,8082,-115,-20,-254,-30,0,0,4,10871
1728232,0.850,1,hacia_A,-0.2025,8082,-118,-21,-257,-30,0,0,4,10998
1728282,0.900,1,hacia_A,-0.2192,8082,-120,-20,-266,-30,0,0,4,10996
1728332,0.950,1,hacia_A,-0.2367,8082,-122,-21,-275,-30,0,0,4,10997
1728382,1.000,1,hacia_A,-0.2550,8063,-125,-22,-281,-30,0,0,4,10868
1728432,1.050,1,hacia_A,-0.2725,8063,-127,-21,-290,-30,0,0,4,10996
1728482,1.100,1,hacia_A,-0.2892,8063,-130,-20,-296,-30,0,0,4,10996
1728532,1.150,1,hacia_A,-0.3042,8063,-133,-18,-310,-30,0,0,4,10999
1728582,1.200,1,hacia_A,-0.3175,8044,-136,-16,-323,-30,0,0,4,10874
1728632,1.250,1,hacia_A,-0.3308,8044,-140,-16,-328,-30,0,0,4,10996
1728682,1.300,1,hacia_A,-0.3433,8044,-144,-15,-341,-30,0,0,4,10995
1728732,1.350,1,hacia_A,-0.3575,8044,-149,-17,-350,-30,0,0,4,10996
1728782,1.400,1,hacia_A,-0.3708,8030,-153,-16,-362,-30,0,0,4,10872
1728832,1.450,1,hacia_A,-0.3833,8030,-159,-15,-373,-30,0,0,4,10997
1728882,1.500,1,hacia_A,-0.3958,8030,-164,-15,-382,-30,0,0,4,10998
1728932,1.550,1,hacia_A,-0.4075,8030,-168,-14,-396,-30,0,0,4,10995
1728982,1.600,1,hacia_A,-0.4217,8000,-174,-17,-406,-30,0,0,4,10877
1729032,1.650,1,hacia_A,-0.4375,8000,-180,-19,-413,-30,0,0,4,10995
1729082,1.700,1,hacia_A,-0.4542,8000,-187,-20,-418,-30,0,0,4,10995
1729132,1.750,1,hacia_A,-0.4725,8000,-192,-22,-422,-30,0,0,4,10997
1729182,1.800,1,hacia_A,-0.4925,7984,-197,-24,-428,-30,0,0,4,10877
1729232,1.850,1,hacia_A,-0.5117,7984,-200,-23,-439,-30,0,0,4,10998
1729282,1.900,1,hacia_A,-0.5317,7984,-204,-24,-437,-30,0,0,4,10998
1729332,1.950,1,hacia_A,-0.5533,7984,-210,-26,-438,-30,0,0,4,10998
1729382,2.000,1,hacia_A,-0.5758,7984,-213,-27,-443,-30,0,0,4,10866
1729432,2.050,1,hacia_A,-0.6000,7984,-215,-29,-442,-30,0,0,4,10996
1729482,2.100,1,hacia_A,-0.6242,7984,-218,-29,-442,-30,0,0,4,10997
1729532,2.150,1,hacia_A,-0.6483,7984,-220,-29,-443,-30,0,0,4,10996
1729582,2.200,1,hacia_A,-0.6708,7970,-221,-27,-445,-30,0,0,4,10872
1729632,2.250,1,hacia_A,-0.6958,7970,-223,-30,-447,-30,0,0,4,10997
1729682,2.300,1,hacia_A,-0.7183,7970,-226,-27,-449,-30,0,0,4,10996
1729732,2.350,1,hacia_A,-0.7417,7970,-228,-28,-446,-30,0,0,4,10997
