# ensayo 2026-09-15 20:06:24
# lc1_cuentas_por_N=14.41  lc1_cero_N=51.78  lc1_int16=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
91224594,0.000,1,hacia_B,-0.0165,7929,-307,2,-356,30,1,0,5,10865
91224644,0.050,1,hacia_B,-0.0115,7929,-305,6,-340,30,1,0,5,10990
91224694,0.100,1,hacia_B,-0.0015,7929,-302,12,-334,30,1,0,5,10992
91224744,0.150,1,hacia_B,0.0118,7929,-298,16,-321,30,1,0,5,10990
91224794,0.200,1,hacia_B,0.0310,7903,-295,23,-325,30,0,0,5,10873
91224844,0.250,1,hacia_B,0.0543,7903,-292,28,-327,30,0,0,5,10991
91224894,0.300,1,hacia_B,0.0785,7903,-291,29,-325,30,0,0,5,10987
91224944,0.350,1,hacia_B,0.1018,7903,-292,28,-322,30,0,0,5,10988
91224994,0.400,1,hacia_B,0.1218,7925,-292,24,-312,30,0,0,5,10882
91225044,0.450,1,hacia_B,0.1377,7925,-293,19,-306,30,0,0,5,10990
91225094,0.500,1,hacia_B,0.1543,7925,-293,20,-296,30,0,0,5,10989
91225144,0.550,1,hacia_B,0.1718,7925,-293,21,-295,30,0,0,5,10987
91225194,0.600,1,hacia_B,0.1927,7920,-292,25,-302,30,0,0,5,10875
91225244,0.650,1,hacia_B,0.2185,7920,-292,31,-294,30,0,0,5,10992
91225294,0.700,1,hacia_B,0.2452,7920,-288,32,-306,30,0,0,5,10994
91225344,0.750,1,hacia_B,0.2718,7920,-286,32,-299,30,0,0,5,10989
91225394,0.800,1,hacia_B,0.2993,7944,-283,33,-302,30,0,0,5,10872
91225444,0.850,1,hacia_B,0.3260,7944,-279,32,-305,30,0,0,5,10992
91225494,0.900,1,hacia_B,0.3543,7944,-278,34,-309,30,0,0,5,10986
91225544,0.950,1,hacia_B,0.3802,7944,-276,31,-310,30,0,0,5,10991
91225594,1.000,1,hacia_B,0.4060,7944,-276,31,-310,30,0,0,5,10875
91225644,1.050,1,hacia_B,0.4318,7944,-275,31,-311,30,0,0,5,10992
91225694,1.100,1,hacia_B,0.4585,7944,-273,32,-315,30,0,0,5,10992
91225744,1.150,1,hacia_B,0.4868,7944,-270,34,-317,30,0,0,5,10985
91225794,1.200,1,hacia_B,0.5135,7958,-267,32,-323,30,0,0,5,10880
91225844,1.250,1,hacia_B,0.5402,7958,-266,32,-325,30,0,0,5,10987
91225894,1.300,1,hacia_B,0.5677,7958,-265,33,-318,30,0,0,5,10988
91225944,1.350,1,hacia_B,0.5943,7958,-263,32,-325,30,0,0,5,10992
91225994,1.400,1,hacia_B,0.6218,7967,-261,33,-326,30,0,0,5,10875
91226044,1.450,1,hacia_B,0.6485,7967,-257,32,-324,30,0,0,5,10991
91226094,1.500,1,hacia_B,0.6727,7967,-256,29,-327,30,0,0,5,10991
91226144,1.550,1,hacia_B,0.6993,7967,-253,32,-322,30,0,0,5,10987
91226194,1.600,1,hacia_B,0.7243,7975,-251,30,-326,30,0,0,5,10878
91226244,1.650,1,hacia_B,0.7502,7975,-249,31,-323,30,0,0,5,10994
91226294,1.700,1,hacia_B,0.7752,7975,-246,30,-327,30,0,0,5,10989
91226344,1.750,1,hacia_B,0.7993,7975,-244,29,-325,30,0,0,5,10994
91226394,1.800,1,hacia_B,0.8243,7992,-241,30,-325,30,0,0,5,10871
91226444,1.850,1,hacia_B,0.8485,7992,-238,29,-324,30,0,0,5,10991
91226494,1.900,1,hacia_B,0.8735,7992,-236,30,-319,30,0,0,5,10991
91226544,1.950,1,hacia_B,0.8985,7992,-232,30,-328,30,0,0,5,10994
91226594,2.000,1,hacia_B,0.9227,8004,-230,29,-322,30,0,0,5,10871
91226644,2.050,1,hacia_B,0.9477,8004,-226,30,-322,30,0,0,5,10994
91226694,2.100,1,hacia_B,0.9718,8004,-224,29,-322,30,0,0,5,10990
91226744,2.150,1,hacia_B,0.9960,8004,-220,29,-324,30,0,0,5,10993
91226794,2.200,1,hacia_B,1.0210,8014,-217,30,-321,30,0,0,5,10882
91226844,2.250,1,hacia_B,1.0443,8014,-214,28,-320,30,0,0,5,10991
91226894,2.300,1,hacia_B,1.0685,8014,-211,29,-314,30,0,0,5,10991
91226944,2.350,1,hacia_B,1.0927,8014,-209,29,-309,30,0,0,5,10989
91226994,2.400,1,hacia_B,1.1177,8027,-205,30,-320,30,0,0,5,10881
91227044,2.450,1,hacia_B,1.1402,8027,-204,27,-313,30,0,0,5,10987
91227094,2.500,1,hacia_B,1.1635,8027,-200,28,-315,30,0,0,5,10990
91227144,2.550,1,hacia_B,1.1868,8027,-197,28,-309,30,0,0,5,10996
91227194,2.600,1,hacia_B,1.2093,8041,-194,27,-307,30,0,0,5,10876
91227244,2.650,1,hacia_B,1.2318,8041,-191,27,-302,30,0,0,5,10990
91227294,2.700,1,hacia_B,1.2552,8041,-187,28,-305,30,0,0,5,10990
91227344,2.750,1,hacia_B,1.2768,8041,-184,26,-303,30,0,0,5,10993
91227394,2.800,1,hacia_B,1.2977,8054,-180,25,-301,30,0,0,5,10878
91227444,2.850,1,hacia_B,1.3185,8054,-175,25,-295,30,0,0,5,10991
91227494,2.900,1,hacia_B,1.3385,8054,-172,24,-288,30,0,0,5,10989
91227544,2.950,1,hacia_B,1.3568,8054,-169,22,-281,30,0,0,5,10992
91227594,3.000,1,hacia_B,1.3735,8064,-165,20,-271,30,0,0,5,10872
91227644,3.050,1,hacia_B,1.3893,8064,-162,19,-264,30,0,0,5,10989
91227694,3.100,1,hacia_B,1.4052,8064,-158,19,-259,30,0,0,5,10989
91227744,3.150,1,hacia_B,1.4218,8064,-155,20,-260,30,0,0,5,10992
91227794,3.200,1,hacia_B,1.4393,8080,-153,21,-248,30,0,0,5,10879
91227844,3.250,1,hacia_B,1.4568,8080,-150,21,-237,30,0,0,5,10993
91227894,3.300,1,hacia_B,1.4710,8080,-146,17,-227,30,0,0,5,10992
91227944,3.350,1,hacia_B,1.4868,8080,-143,19,-220,30,0,0,5,10992
91227994,3.400,1,hacia_B,1.5018,8094,-140,18,-208,30,0,0,5,10868
91228044,3.450,1,hacia_B,1.5185,8094,-136,20,-204,30,0,0,5,10991
91228094,3.500,1,hacia_B,1.5343,8094,-133,19,-194,30,0,0,5,10993
91228144,3.550,1,hacia_B,1.5502,8094,-130,19,-191,30,0,0,5,10990
91228194,3.600,1,hacia_B,1.5652,8102,-126,18,-175,30,0,0,5,10877
91228244,3.650,1,hacia_B,1.5802,8102,-123,18,-170,30,0,0,5,10990
91228294,3.700,1,hacia_B,1.5960,8102,-120,19,-156,30,0,0,5,10993
91228344,3.750,1,hacia_B,1.6127,8102,-117,20,-159,30,0,0,5,10991
91228394,3.800,1,hacia_B,1.6285,8112,-114,19,-148,30,0,0,5,10877
91228444,3.850,1,hacia_B,1.6443,8112,-111,19,-140,30,0,0,5,10992
91228494,3.900,1,hacia_B,1.6602,8112,-108,19,-126,30,0,0,5,10988
91228544,3.950,1,hacia_B,1.6760,8112,-106,19,-125,30,0,0,5,10994
91228594,4.000,1,hacia_B,1.6927,8107,-104,20,-114,30,0,0,5,10874
91228644,4.050,1,hacia_B,1.7093,8107,-102,20,-107,30,0,0,5,10990
91228694,4.100,1,hacia_B,1.7252,8107,-99,19,-101,0,0,1,3,10990
91228744,4.150,1,hacia_B,1.7302,8107,-99,6,-113,-30,0,1,4,10991
91228794,4.200,1,volviendo_a_A,1.7293,8091,-98,-1,-158,-30,0,1,4,10887
91228844,4.250,1,volviendo_a_A,1.7277,8091,-98,-2,-180,-30,0,1,4,10992
91228894,4.300,1,volviendo_a_A,1.7235,8091,-101,-5,-191,-30,0,1,4,10988
