# ensayo 2026-09-21 17:59:48
# lc1_cuentas_por_N=14.41  lc1_cero_N=51.78  lc1_int16=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
602026690,0.000,1,hacia_A,-0.0085,8334,114,1,16,0,0,1,3,10876
602026740,0.050,1,hacia_A,-0.0093,8334,115,-1,19,0,0,1,3,10988
602026790,0.100,1,hacia_A,-0.0093,8334,115,0,18,0,0,1,3,10992
602026840,0.150,1,hacia_A,-0.0093,8334,115,0,16,0,0,1,3,10992
602026890,0.200,2,volviendo_a_B,-0.0093,8338,115,0,15,0,0,1,3,10877
602026940,0.250,2,volviendo_a_B,-0.0093,8338,114,0,14,0,0,1,3,10987
602026990,0.300,2,volviendo_a_B,-0.0093,8338,113,0,19,0,0,1,3,10992
602027040,0.350,2,volviendo_a_B,-0.0093,8338,114,0,15,0,0,1,3,10992
602027090,0.400,2,volviendo_a_B,-0.0093,8332,115,0,15,0,0,1,3,10876
602027140,0.450,2,volviendo_a_B,-0.0102,8332,115,-1,16,0,0,1,3,10990
602027190,0.500,2,volviendo_a_B,-0.0102,8332,115,0,16,0,0,1,3,10990
602027240,0.550,2,volviendo_a_B,-0.0102,8332,115,0,17,0,0,1,3,10994
602027290,0.600,2,volviendo_a_B,-0.0102,8333,115,0,17,0,0,1,3,10874
602027340,0.650,2,volviendo_a_B,-0.0102,8333,115,0,16,0,0,1,3,10986
602027390,0.700,2,volviendo_a_B,-0.0102,8333,115,0,17,0,0,1,3,10988
602027440,0.750,2,volviendo_a_B,-0.0102,8333,114,0,16,0,0,1,3,10993
602027490,0.800,2,volviendo_a_B,-0.0102,8332,114,0,17,0,0,1,3,10874
602027540,0.850,2,volviendo_a_B,-0.0093,8332,113,1,16,0,0,1,3,10991
602027590,0.900,2,volviendo_a_B,-0.0093,8332,112,0,14,0,0,1,3,10992
602027640,0.950,2,volviendo_a_B,-0.0102,8332,112,-1,14,0,0,1,3,10989
602027690,1.000,2,volviendo_a_B,-0.0102,8336,113,0,19,0,0,1,3,10879
602027740,1.050,2,volviendo_a_B,-0.0102,8336,114,0,13,0,0,1,3,10992
602027790,1.100,2,volviendo_a_B,-0.0102,8336,114,0,15,0,0,1,3,10988
602027840,1.150,2,volviendo_a_B,-0.0102,8336,114,0,17,0,0,1,3,10991
602027890,1.200,2,volviendo_a_B,-0.0093,8335,115,1,14,0,0,1,3,10872
602027940,1.250,2,volviendo_a_B,-0.0085,8335,115,1,15,0,0,1,3,10990
602027990,1.300,2,volviendo_a_B,-0.0085,8335,116,0,17,0,0,1,3,10990
602028040,1.350,2,volviendo_a_B,-0.0085,8335,116,0,17,0,0,1,3,10990
602028090,1.400,2,volviendo_a_B,-0.0085,8335,116,0,18,0,0,1,3,10879
602028140,1.450,2,volviendo_a_B,-0.0085,8335,116,0,18,0,0,1,3,10988
602028190,1.500,2,volviendo_a_B,-0.0085,8335,116,0,18,0,0,1,3,10992
602028240,1.550,2,volviendo_a_B,-0.0093,8335,116,-1,19,0,0,1,3,10988
602028290,1.600,2,volviendo_a_B,-0.0093,8339,116,0,17,0,0,1,3,10876
602028340,1.650,2,volviendo_a_B,-0.0102,8339,116,-1,15,0,0,1,3,10990
602028390,1.700,2,volviendo_a_B,-0.0102,8339,116,0,16,0,0,1,3,10990
602028440,1.750,2,volviendo_a_B,-0.0110,8339,117,-1,17,0,0,1,3,10990
602028490,1.800,2,volviendo_a_B,-0.0110,8332,117,0,20,0,0,1,3,10876
602028540,1.850,2,volviendo_a_B,-0.0110,8332,117,0,14,0,0,1,3,10985
602028590,1.900,2,volviendo_a_B,-0.0110,8332,117,0,18,0,0,1,3,10992
602028640,1.950,2,volviendo_a_B,-0.0110,8332,116,0,15,0,0,1,3,10991
602028690,2.000,2,volviendo_a_B,-0.0110,8333,116,0,17,0,0,1,3,10877
602028740,2.050,2,volviendo_a_B,-0.0110,8333,115,0,17,0,0,1,3,10993
602028790,2.100,2,volviendo_a_B,-0.0110,8333,115,0,15,0,0,1,3,10989
602028840,2.150,2,volviendo_a_B,-0.0110,8333,114,0,16,0,0,1,3,10990
602028890,2.200,2,volviendo_a_B,-0.0110,8335,114,0,17,0,0,1,3,10877
602028940,2.250,2,volviendo_a_B,-0.0110,8335,114,0,19,0,0,1,3,10987
602028990,2.300,2,volviendo_a_B,-0.0110,8335,114,0,17,0,0,1,3,10993
602029040,2.350,2,volviendo_a_B,-0.0110,8335,114,0,15,0,0,1,3,10986
602029090,2.400,2,volviendo_a_B,-0.0102,8333,114,1,19,0,0,1,3,10875
602029140,2.450,2,volviendo_a_B,-0.0102,8333,114,0,16,0,0,1,3,10992
602029190,2.500,2,volviendo_a_B,-0.0102,8333,114,0,18,0,0,1,3,10991
602029240,2.550,2,volviendo_a_B,-0.0102,8333,114,0,15,0,0,1,3,10989
602029290,2.600,2,volviendo_a_B,-0.0110,8334,114,-1,18,0,0,1,3,10876
602029340,2.650,2,volviendo_a_B,-0.0110,8334,114,0,16,0,0,1,3,10989
602029390,2.700,2,volviendo_a_B,-0.0110,8334,114,0,16,0,0,1,3,10987
602029440,2.750,2,volviendo_a_B,-0.0110,8334,113,0,16,0,0,1,3,10991
602029490,2.800,2,volviendo_a_B,-0.0102,8337,114,1,17,0,0,1,3,10866
602029540,2.850,2,volviendo_a_B,-0.0102,8337,113,0,16,0,0,1,3,10990
602029590,2.900,2,volviendo_a_B,-0.0102,8337,113,0,18,0,0,1,3,10992
602029640,2.950,2,volviendo_a_B,-0.0102,8337,114,0,15,0,0,1,3,10991
602029690,3.000,2,volviendo_a_B,-0.0102,8334,114,0,20,0,0,1,3,10875
602029740,3.050,2,volviendo_a_B,-0.0102,8334,115,0,18,0,0,1,3,10995
602029790,3.100,2,volviendo_a_B,-0.0110,8334,115,-1,17,0,0,1,3,10990
602029840,3.150,2,volviendo_a_B,-0.0118,8334,115,-1,15,0,0,1,3,10992
602029890,3.200,2,volviendo_a_B,-0.0118,8336,115,0,16,0,0,1,3,10877
602029940,3.250,2,volviendo_a_B,-0.0118,8336,115,0,14,0,0,1,3,10985
602029990,3.300,2,volviendo_a_B,-0.0127,8336,115,-1,15,0,0,1,3,10995
602030040,3.350,2,volviendo_a_B,-0.0127,8336,115,0,15,0,0,1,3,10986
602030090,3.400,2,volviendo_a_B,-0.0127,8336,115,0,18,0,0,1,3,10876
602030140,3.450,2,volviendo_a_B,-0.0127,8336,114,0,15,0,0,1,3,10991
602030190,3.500,2,volviendo_a_B,-0.0118,8336,115,1,18,0,0,1,3,10989
602030240,3.550,2,volviendo_a_B,-0.0118,8336,115,0,15,0,0,1,3,10988
602030290,3.600,2,volviendo_a_B,-0.0118,8335,115,0,11,0,0,1,3,10877
602030340,3.650,2,volviendo_a_B,-0.0118,8335,115,0,16,0,0,1,3,10988
602030390,3.700,2,volviendo_a_B,-0.0118,8335,115,0,18,0,0,1,3,10991
602030440,3.750,2,volviendo_a_B,-0.0118,8335,115,0,13,0,0,1,3,10993
602030490,3.800,2,volviendo_a_B,-0.0118,8339,115,0,17,0,0,1,3,10874
602030540,3.850,2,volviendo_a_B,-0.0127,8339,115,-1,17,0,0,1,3,10990
602030590,3.900,2,volviendo_a_B,-0.0135,8339,115,-1,17,0,0,1,3,10987
602030640,3.950,2,volviendo_a_B,-0.0143,8339,116,-1,15,0,0,1,3,10991
602030690,4.000,2,volviendo_a_B,-0.0135,8339,116,1,16,0,0,1,3,10874
602030740,4.050,2,volviendo_a_B,-0.0135,8339,116,0,16,0,0,1,3,10989
602030790,4.100,2,volviendo_a_B,-0.0143,8339,116,-1,15,0,0,1,3,10995
602030840,4.150,2,volviendo_a_B,-0.0143,8339,117,0,16,0,0,1,3,10989
602030890,4.200,2,volviendo_a_B,-0.0135,8336,117,1,16,0,0,1,3,10870
602030940,4.250,2,volviendo_a_B,-0.0127,8336,117,1,20,0,0,1,3,10993
602030990,4.300,2,volviendo_a_B,-0.0127,8336,116,0,15,0,0,1,3,10987
602031040,4.350,2,volviendo_a_B,-0.0127,8336,116,0,14,0,0,1,3,10993
602031090,4.400,2,volviendo_a_B,-0.0127,8336,116,0,16,0,0,1,3,10873
602031140,4.450,2,volviendo_a_B,-0.0127,8336,116,0,18,0,0,1,3,10992
602031190,4.500,2,volviendo_a_B,-0.0127,8336,116,0,17,0,0,1,3,10987
602031240,4.550,2,volviendo_a_B,-0.0127,8336,115,0,15,0,0,1,3,10995
602031290,4.600,2,volviendo_a_B,-0.0127,8335,115,0,16,0,0,1,3,10872
602031340,4.650,2,volviendo_a_B,-0.0127,8335,115,0,15,0,0,1,3,10993
602031390,4.700,2,volviendo_a_B,-0.0127,8335,115,0,19,0,0,1,3,10989
602031440,4.750,2,volviendo_a_B,-0.0127,8335,115,0,17,0,0,1,3,10992
602031490,4.800,2,volviendo_a_B,-0.0127,8334,116,0,19,0,0,1,3,10873
602031540,4.850,2,volviendo_a_B,-0.0127,8334,116,0,16,0,0,1,3,10989
602031590,4.900,2,volviendo_a_B,-0.0127,8334,115,0,18,0,0,1,3,10991
602031640,4.950,2,volviendo_a_B,-0.0127,8334,115,0,18,0,0,1,3,10993
602031691,5.001,2,volviendo_a_B,-0.0127,8335,115,0,17,0,0,1,3,10875
602031741,5.051,2,volviendo_a_B,-0.0127,8335,116,0,15,0,0,1,3,10990
602031791,5.101,2,volviendo_a_B,-0.0127,8335,116,0,15,0,0,1,3,10992
602031841,5.151,2,volviendo_a_B,-0.0118,8335,116,1,17,0,0,1,3,10991
602031891,5.201,2,volviendo_a_B,-0.0118,8338,116,0,17,0,0,1,3,10878
602031941,5.251,2,volviendo_a_B,-0.0118,8338,116,0,16,0,0,1,3,10991
602031991,5.301,2,volviendo_a_B,-0.0118,8338,116,0,16,0,0,1,3,10990
602032041,5.351,2,volviendo_a_B,-0.0118,8338,117,0,13,0,0,1,3,10993
602032092,5.402,2,volviendo_a_B,-0.0118,8339,117,0,13,0,0,1,3,10874
602032142,5.452,2,volviendo_a_B,-0.0118,8339,116,0,14,0,0,1,3,10992
602032192,5.502,2,volviendo_a_B,-0.0110,8339,116,1,16,0,0,1,3,10992
602032242,5.552,2,volviendo_a_B,-0.0102,8339,117,1,17,0,0,1,3,10989
602032292,5.602,2,volviendo_a_B,-0.0110,8333,117,-1,20,0,0,1,3,10876
602032342,5.652,2,volviendo_a_B,-0.0110,8333,116,0,16,0,0,1,3,10985
602032392,5.702,2,volviendo_a_B,-0.0110,8333,116,0,18,0,0,1,3,10987
602032442,5.752,2,volviendo_a_B,-0.0110,8333,116,0,19,0,0,1,3,10991
602032492,5.802,2,volviendo_a_B,-0.0110,8333,115,0,17,0,0,1,3,10871
602032542,5.852,2,volviendo_a_B,-0.0118,8333,115,-1,16,0,0,1,3,10990
602032592,5.902,2,volviendo_a_B,-0.0118,8333,115,0,16,0,0,1,3,10986
602032642,5.952,2,volviendo_a_B,-0.0110,8333,114,1,18,0,0,1,3,10991
602032692,6.002,2,volviendo_a_B,-0.0110,8335,114,0,16,0,0,1,3,10879
602032742,6.052,2,volviendo_a_B,-0.0110,8335,114,0,15,0,0,1,3,10987
602032792,6.102,2,volviendo_a_B,-0.0118,8335,114,-1,13,0,0,1,3,10993
602032842,6.152,2,volviendo_a_B,-0.0118,8335,114,0,15,0,0,1,3,10991
602032892,6.202,2,volviendo_a_B,-0.0118,8336,114,0,15,0,0,1,3,10874
602032942,6.252,2,volviendo_a_B,-0.0110,8336,114,1,18,0,0,1,3,10990
602032992,6.302,2,volviendo_a_B,-0.0118,8336,114,-1,14,0,0,1,3,10992
602033042,6.352,2,volviendo_a_B,-0.0118,8336,114,0,17,0,0,1,3,10989
602033092,6.402,2,volviendo_a_B,-0.0118,8334,115,0,16,0,0,1,3,10875
602033142,6.452,2,volviendo_a_B,-0.0118,8334,115,0,14,0,0,1,3,10990
602033192,6.502,2,volviendo_a_B,-0.0118,8334,115,0,16,0,0,1,3,10991
602033242,6.552,2,volviendo_a_B,-0.0118,8334,115,0,18,0,0,1,3,10988
602033292,6.602,2,volviendo_a_B,-0.0118,8334,115,0,15,0,0,1,3,10880
602033342,6.652,2,volviendo_a_B,-0.0118,8334,115,0,17,0,0,1,3,10994
602033392,6.702,2,volviendo_a_B,-0.0118,8334,115,0,18,0,0,1,3,10982
602033442,6.752,2,volviendo_a_B,-0.0127,8334,114,-1,18,0,0,1,3,10991
602033492,6.802,2,volviendo_a_B,-0.0127,8336,115,0,18,0,0,1,3,10867
602033542,6.852,2,volviendo_a_B,-0.0127,8336,115,0,17,0,0,1,3,10988
602033592,6.902,2,volviendo_a_B,-0.0127,8336,115,0,16,0,0,1,3,10991
602033642,6.952,2,volviendo_a_B,-0.0127,8336,116,0,15,0,0,1,3,10989
602033692,7.002,2,volviendo_a_B,-0.0127,8341,116,0,17,0,0,1,3,10871
602033742,7.052,2,volviendo_a_B,-0.0127,8341,116,0,15,0,0,1,3,10994
602033792,7.102,2,volviendo_a_B,-0.0127,8341,117,0,17,0,0,1,3,10988
602033842,7.152,2,volviendo_a_B,-0.0127,8341,118,0,16,0,0,1,3,10989
602033892,7.202,2,volviendo_a_B,-0.0127,8337,118,0,15,0,0,1,3,10875
602033942,7.252,2,volviendo_a_B,-0.0135,8337,117,-1,15,0,0,1,3,10990
602033992,7.302,2,volviendo_a_B,-0.0135,8337,117,0,17,0,0,1,3,10991
602034042,7.352,2,volviendo_a_B,-0.0135,8337,117,0,17,0,0,1,3,10990
602034092,7.402,2,volviendo_a_B,-0.0127,8336,117,1,19,0,0,1,3,10883
602034142,7.452,2,volviendo_a_B,-0.0127,8336,117,0,16,0,0,1,3,10987
602034192,7.502,2,volviendo_a_B,-0.0135,8336,117,-1,16,0,0,1,3,10995
602034242,7.552,2,volviendo_a_B,-0.0127,8336,116,1,17,0,0,1,3,10988
602034292,7.602,2,volviendo_a_B,-0.0127,8337,116,0,17,0,0,1,3,10881
602034342,7.652,2,volviendo_a_B,-0.0127,8337,116,0,17,0,0,1,3,10988
602034392,7.702,2,volviendo_a_B,-0.0127,8337,116,0,16,0,0,1,3,10988
602034442,7.752,2,volviendo_a_B,-0.0118,8337,116,1,16,0,0,1,3,10993
602034492,7.802,2,volviendo_a_B,-0.0118,8335,116,0,15,0,0,1,3,10864
602034542,7.852,2,volviendo_a_B,-0.0118,8335,116,0,15,0,0,1,3,10992
602034592,7.902,2,volviendo_a_B,-0.0118,8335,116,0,17,0,0,1,3,10991
602034642,7.952,2,volviendo_a_B,-0.0118,8335,116,0,18,0,0,1,3,10990
602034692,8.002,2,volviendo_a_B,-0.0127,8339,115,-1,17,0,0,1,3,10882
602034742,8.052,2,volviendo_a_B,-0.0127,8339,115,0,16,0,0,1,3,10990
602034792,8.102,2,volviendo_a_B,-0.0127,8339,115,0,20,0,0,1,3,10989
602034842,8.152,2,volviendo_a_B,-0.0127,8339,115,0,16,0,0,1,3,10990
602034892,8.202,2,volviendo_a_B,-0.0127,8332,116,0,16,0,0,1,3,10882
602034942,8.252,2,volviendo_a_B,-0.0127,8332,116,0,18,0,0,1,3,10992
602034992,8.302,2,volviendo_a_B,-0.0118,8332,116,1,17,0,0,1,3,10992
602035042,8.352,2,volviendo_a_B,-0.0118,8332,116,0,17,0,0,1,3,10989
602035092,8.402,2,volviendo_a_B,-0.0127,8337,116,-1,17,0,0,1,3,10876
602035142,8.452,2,volviendo_a_B,-0.0127,8337,116,0,15,0,0,1,3,10986
