# ensayo 2026-09-14 19:55:40
# lc1_cuentas_por_N=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
4180208,0.000,1,hacia_B,-0.0059,7915,-317,2,-379,30,1,0,5,10874
4180258,0.050,1,hacia_B,-0.0034,7915,-316,3,-364,30,1,0,5,10999
4180308,0.100,1,hacia_B,0.0016,7915,-314,6,-345,30,1,0,5,10998
4180358,0.150,1,hacia_B,0.0116,7915,-311,12,-335,30,1,0,5,10998
4180408,0.200,1,hacia_B,0.0266,7906,-307,18,-332,30,1,0,5,10881
4180458,0.250,1,hacia_B,0.0466,7906,-304,24,-331,30,0,0,5,10998
4180508,0.300,1,hacia_B,0.0716,7906,-301,30,-331,30,0,0,5,10997
4180558,0.350,1,hacia_B,0.0950,7906,-300,28,-332,30,0,0,5,10999
4180608,0.400,1,hacia_B,0.1191,7922,-300,29,-328,30,0,0,5,10886
4180658,0.450,1,hacia_B,0.1391,7922,-300,24,-318,30,0,0,5,10997
4180708,0.500,1,hacia_B,0.1558,7922,-299,20,-313,30,0,0,5,10999
4180758,0.550,1,hacia_B,0.1716,7922,-299,19,-307,30,0,0,5,10999
4180808,0.600,1,hacia_B,0.1891,7931,-299,21,-298,30,0,0,5,10885
4180858,0.650,1,hacia_B,0.2100,7931,-297,25,-303,30,0,0,5,10998
4180908,0.700,1,hacia_B,0.2358,7931,-295,31,-299,30,0,0,5,10999
4180958,0.750,1,hacia_B,0.2600,7931,-292,29,-307,30,0,0,5,10997
4181008,0.800,1,hacia_B,0.2866,7933,-289,32,-308,30,0,0,5,10882
4181058,0.850,1,hacia_B,0.3150,7933,-286,34,-307,30,0,0,5,10998
4181108,0.900,1,hacia_B,0.3433,7933,-283,34,-317,30,0,0,5,10998
4181158,0.950,1,hacia_B,0.3716,7933,-282,34,-320,30,0,0,5,11000
4181208,1.000,1,hacia_B,0.4008,7936,-281,35,-320,30,0,0,5,10886
4181258,1.050,1,hacia_B,0.4266,7936,-280,31,-324,30,0,0,5,10997
4181308,1.100,1,hacia_B,0.4541,7936,-279,33,-325,30,0,0,5,10998
4181358,1.150,1,hacia_B,0.4825,7936,-279,34,-321,30,0,0,5,10998
4181408,1.200,1,hacia_B,0.5083,7942,-276,31,-330,30,0,0,5,10881
4181458,1.250,1,hacia_B,0.5358,7942,-273,33,-325,30,0,0,5,10992
4181508,1.300,1,hacia_B,0.5625,7942,-271,32,-333,30,0,0,5,10999
4181558,1.350,1,hacia_B,0.5883,7942,-270,31,-332,30,0,0,5,10997
4181608,1.400,1,hacia_B,0.6158,7961,-269,33,-331,30,0,0,5,10878
4181658,1.450,1,hacia_B,0.6425,7961,-267,32,-340,30,0,0,5,11001
4181708,1.500,1,hacia_B,0.6691,7961,-265,32,-334,30,0,0,5,10998
4181758,1.550,1,hacia_B,0.6941,7961,-261,30,-336,30,0,0,5,10997
4181808,1.600,1,hacia_B,0.7191,7971,-260,30,-336,30,0,0,5,10885
4181858,1.650,1,hacia_B,0.7441,7971,-257,30,-335,30,0,0,5,10997
4181908,1.700,1,hacia_B,0.7691,7971,-255,30,-338,30,0,0,5,10998
4181958,1.750,1,hacia_B,0.7941,7971,-252,30,-335,30,0,0,5,10998
4182008,1.800,1,hacia_B,0.8175,7977,-248,28,-343,30,0,0,5,10886
4182058,1.850,1,hacia_B,0.8425,7977,-246,30,-336,30,0,0,5,10999
4182108,1.900,1,hacia_B,0.8675,7977,-243,30,-336,30,0,0,5,10998
4182158,1.950,1,hacia_B,0.8933,7977,-241,31,-337,30,0,0,5,10999
4182208,2.000,1,hacia_B,0.9183,7993,-239,30,-333,30,0,0,5,10884
4182258,2.050,1,hacia_B,0.9433,7993,-236,30,-335,30,0,0,5,10997
4182308,2.100,1,hacia_B,0.9683,7993,-234,30,-338,30,0,0,5,10997
4182358,2.150,1,hacia_B,0.9933,7993,-231,30,-341,30,0,0,5,10998
4182408,2.200,1,hacia_B,1.0166,8001,-229,28,-324,30,0,0,5,10883
4182458,2.250,1,hacia_B,1.0400,8001,-225,28,-336,30,0,0,5,10998
4182508,2.300,1,hacia_B,1.0650,8001,-223,30,-330,30,0,0,5,10998
4182558,2.350,1,hacia_B,1.0883,8001,-220,28,-333,30,0,0,5,11000
4182608,2.400,1,hacia_B,1.1125,8008,-218,29,-333,30,0,0,5,10884
4182658,2.450,1,hacia_B,1.1358,8008,-214,28,-330,30,0,0,5,10995
4182708,2.500,1,hacia_B,1.1591,8008,-210,28,-325,30,0,0,5,11000
4182758,2.550,1,hacia_B,1.1825,8008,-209,28,-327,30,0,0,5,10999
4182808,2.600,1,hacia_B,1.2050,8025,-204,27,-331,30,0,0,5,10881
4182858,2.650,1,hacia_B,1.2291,8025,-201,29,-324,30,0,0,5,10999
4182908,2.700,1,hacia_B,1.2525,8025,-198,28,-324,30,0,0,5,10998
4182958,2.750,1,hacia_B,1.2750,8025,-195,27,-320,30,0,0,5,10998
4183008,2.800,1,hacia_B,1.2975,8033,-191,27,-316,30,0,0,5,10884
4183058,2.850,1,hacia_B,1.3192,8033,-189,26,-310,30,0,0,5,10998
4183108,2.900,1,hacia_B,1.3417,8033,-186,27,-310,30,0,0,5,10999
4183158,2.950,1,hacia_B,1.3625,8033,-183,25,-301,30,0,0,5,10998
4183208,3.000,1,hacia_B,1.3808,8045,-182,22,-298,30,0,0,5,10885
4183258,3.050,1,hacia_B,1.3966,8045,-180,19,-286,30,0,0,5,10999
4183308,3.100,1,hacia_B,1.4125,8045,-177,19,-275,30,0,0,5,10998
4183358,3.150,1,hacia_B,1.4300,8045,-175,21,-273,30,0,0,5,10999
4183408,3.200,1,hacia_B,1.4483,8057,-173,22,-268,30,0,0,5,10884
4183458,3.250,1,hacia_B,1.4658,8057,-171,21,-261,30,0,0,5,11002
