# ensayo 2026-09-21 18:06:37
# lc1_cuentas_por_N=14.41  lc1_cero_N=51.78  lc1_int16=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
60584,0.000,1,hacia_A,1.7817,8331,124,-10,-28,-30,0,1,4,10876
60634,0.050,1,hacia_A,1.7617,8331,125,-24,-28,-30,0,0,4,10996
60684,0.100,1,hacia_A,1.7408,8331,124,-25,-36,-30,0,0,4,10998
60734,0.150,1,hacia_A,1.7183,8331,123,-27,-26,-30,0,0,4,10996
60784,0.200,1,hacia_A,1.6917,8326,123,-32,-32,-30,0,0,4,10872
60834,0.250,1,hacia_A,1.6692,8326,122,-27,-27,-30,0,0,4,10997
60884,0.300,1,hacia_A,1.6450,8326,123,-29,-32,-30,0,0,4,10996
60934,0.350,1,hacia_A,1.6200,8326,122,-30,-26,-30,0,0,4,10999
60984,0.400,1,hacia_A,1.5933,8336,122,-32,-27,-30,0,0,4,10875
61034,0.450,1,hacia_A,1.5700,8336,121,-28,-29,-30,0,0,4,10995
61084,0.500,1,hacia_A,1.5450,8336,122,-30,-37,-30,0,0,4,10997
61134,0.550,1,hacia_A,1.5208,8336,123,-29,-31,-30,0,0,4,10996
61184,0.600,1,hacia_A,1.4933,8323,123,-33,-33,-30,0,0,4,10873
61234,0.650,1,hacia_A,1.4708,8323,123,-27,-25,-30,0,0,4,10996
61284,0.700,1,hacia_A,1.4450,8323,122,-31,-30,-30,0,0,4,10995
61334,0.750,1,hacia_A,1.4208,8323,122,-29,-29,-30,0,0,4,10998
61384,0.800,1,hacia_A,1.3942,8304,122,-32,-31,-30,0,0,4,10875
61434,0.850,1,hacia_A,1.3708,8304,121,-28,-33,-30,0,0,4,10996
61484,0.900,1,hacia_A,1.3542,8304,119,-20,-54,-30,0,0,4,10997
