# ensayo 2026-09-21 17:50:28
# lc1_cuentas_por_N=14.41  lc1_cero_N=51.78  lc1_int16=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
601466747,0.000,1,hacia_B,-0.4767,8113,-126,1,-249,30,0,0,5,10868
601466797,0.050,1,hacia_B,-0.4725,8113,-124,5,-233,30,0,0,5,10988
601466847,0.100,1,hacia_B,-0.4642,8113,-123,10,-218,30,0,0,5,10989
601466897,0.150,1,hacia_B,-0.4517,8113,-121,15,-215,30,0,0,5,10990
601466947,0.200,1,hacia_B,-0.4375,8139,-117,17,-209,30,0,0,5,10877
601466997,0.250,1,hacia_B,-0.4208,8139,-113,20,-193,30,0,0,5,10988
601467047,0.300,1,hacia_B,-0.4058,8139,-107,18,-188,30,0,0,5,10992
601467097,0.350,1,hacia_B,-0.3900,8139,-101,19,-186,30,0,0,5,10992
601467147,0.400,1,hacia_B,-0.3742,8148,-95,19,-176,30,0,0,5,10872
601467197,0.450,1,hacia_B,-0.3567,8148,-90,21,-171,30,0,0,5,10991
601467247,0.500,1,hacia_B,-0.3383,8148,-83,22,-167,30,0,0,5,10992
601467297,0.550,1,hacia_B,-0.3175,8148,-79,25,-159,30,0,0,5,10993
601467347,0.600,1,hacia_B,-0.2967,8162,-76,25,-154,30,0,0,5,10880
601467397,0.650,1,hacia_B,-0.2775,8162,-74,23,-147,30,0,0,5,10989
601467447,0.700,1,hacia_B,-0.2592,8162,-71,22,-145,30,0,0,5,10991
601467497,0.750,1,hacia_B,-0.2392,8162,-68,24,-140,30,0,0,5,10989
601467547,0.800,1,hacia_B,-0.2192,8185,-66,24,-130,30,0,0,5,10865
601467597,0.850,1,hacia_B,-0.2017,8185,-63,21,-122,30,0,0,5,10989
601467647,0.900,1,hacia_B,-0.1850,8185,-61,20,-115,30,0,0,5,10993
601467697,0.950,1,hacia_B,-0.1725,8185,-56,15,-103,30,0,0,5,10988
601467747,1.000,1,hacia_B,-0.1575,8235,-51,18,-92,30,0,0,5,10878
601467797,1.050,1,hacia_B,-0.1450,8235,-43,15,-84,30,0,0,5,10986
601467847,1.100,1,hacia_B,-0.1333,8235,-35,14,-72,30,0,0,5,10993
601467897,1.150,1,hacia_B,-0.1225,8235,-26,13,-60,30,0,0,5,10988
601467947,1.200,1,hacia_B,-0.1108,8288,-16,14,-47,30,0,0,5,10881
601467997,1.250,1,hacia_B,-0.0967,8288,-5,17,-34,30,0,0,5,10987
601468047,1.300,1,hacia_B,-0.0858,8288,7,13,-20,30,0,0,5,10995
601468097,1.350,1,hacia_B,-0.0758,8288,20,12,-7,30,0,0,5,10988
601468147,1.400,1,hacia_B,-0.0592,8325,33,20,-4,30,0,0,5,10875
601468197,1.450,1,hacia_B,-0.0408,8325,45,22,0,30,0,0,5,10992
601468247,1.500,1,hacia_B,-0.0267,8325,57,17,12,30,0,0,5,10992
601468297,1.550,1,hacia_B,-0.0133,8325,68,16,23,30,0,0,5,10991
601468347,1.600,1,hacia_B,0.0050,8315,79,22,17,0,0,1,3,10873
601468397,1.650,1,hacia_B,0.0092,8315,87,5,8,0,0,1,3,10993
601468447,1.700,1,hacia_B,0.0092,8315,93,0,10,0,0,1,3,10991
601468497,1.750,1,hacia_B,0.0083,8315,97,-1,11,0,0,1,3,10989
