# ensayo 2026-09-21 18:16:41
# lc1_cuentas_por_N=14.41  lc1_cero_N=51.78  lc1_int16=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
663855,0.000,1,hacia_A,-0.0058,8274,110,-7,-37,-30,0,1,4,10869
663905,0.050,1,hacia_A,-0.0108,8274,108,-6,-49,-30,0,1,4,10996
663955,0.100,1,hacia_A,-0.0233,8274,105,-15,-52,-30,0,1,4,10997
664005,0.150,1,hacia_A,-0.0342,8274,99,-13,-68,-30,0,1,4,10997
664055,0.200,1,hacia_A,-0.0458,8226,91,-14,-87,-30,0,1,4,10873
664105,0.250,1,hacia_A,-0.0600,8226,82,-17,-96,-30,0,1,4,10997
664155,0.300,1,hacia_A,-0.0733,8226,73,-16,-104,-30,0,1,4,10997
664205,0.350,1,hacia_A,-0.0858,8226,60,-15,-107,-30,0,1,4,10996
664255,0.400,1,hacia_A,-0.0992,8194,48,-16,-117,-30,0,0,4,10874
664305,0.450,1,hacia_A,-0.1100,8194,36,-13,-138,-30,0,0,4,10998
664355,0.500,1,hacia_A,-0.1242,8194,25,-17,-141,-30,0,0,4,10996
664405,0.550,1,hacia_A,-0.1383,8194,15,-17,-148,-30,0,0,4,10998
664455,0.600,1,hacia_A,-0.1558,8174,6,-21,-161,-30,0,0,4,10878
664505,0.650,1,hacia_A,-0.1717,8174,-2,-19,-172,-30,0,0,4,10995
664555,0.700,1,hacia_A,-0.1883,8174,-10,-20,-177,-30,0,0,4,10998
664605,0.750,1,hacia_A,-0.2058,8174,-17,-21,-188,-30,0,0,4,10996
664655,0.800,1,hacia_A,-0.2225,8169,-23,-20,-193,-30,0,0,4,10877
664705,0.850,1,hacia_A,-0.2425,8169,-28,-24,-195,-30,0,0,4,10995
664755,0.900,1,hacia_A,-0.2625,8169,-32,-24,-200,-30,0,0,4,10998
664805,0.950,1,hacia_A,-0.2792,8169,-35,-20,-209,-30,0,0,4,10996
664855,1.000,1,hacia_A,-0.2958,8149,-38,-20,-215,-30,0,0,4,10870
664905,1.050,1,hacia_A,-0.3108,8149,-41,-18,-229,-30,0,0,4,10998
664955,1.100,1,hacia_A,-0.3292,8149,-44,-22,-226,-30,0,0,4,10997
665005,1.150,1,hacia_A,-0.3450,8149,-47,-19,-238,-30,0,0,4,10997
665055,1.200,1,hacia_A,-0.3617,8127,-50,-20,-244,-30,0,0,4,10870
665105,1.250,1,hacia_A,-0.3758,8127,-54,-17,-260,-30,0,0,4,10998
665155,1.300,1,hacia_A,-0.3908,8127,-59,-18,-268,-30,0,0,4,10995
665205,1.350,1,hacia_A,-0.4050,8127,-64,-17,-276,-30,0,0,4,10999
665255,1.400,1,hacia_A,-0.4175,8105,-70,-15,-292,-30,0,0,4,10874
665305,1.450,1,hacia_A,-0.4325,8105,-76,-18,-298,-30,0,0,4,10995
665355,1.500,1,hacia_A,-0.4467,8105,-83,-17,-308,-30,0,0,4,10997
665405,1.550,1,hacia_A,-0.4617,8105,-89,-18,-316,-30,0,0,4,10996
665455,1.600,1,hacia_A,-0.4775,8092,-94,-19,-321,-30,0,0,4,10875
665505,1.650,1,hacia_A,-0.4967,8092,-100,-23,-322,-30,0,0,4,10998
665555,1.700,1,hacia_A,-0.5150,8092,-106,-22,-328,-30,0,0,4,10997
665605,1.750,1,hacia_A,-0.5367,8092,-110,-26,-332,-30,0,0,4,10998
665655,1.800,1,hacia_A,-0.5617,8097,-113,-30,-329,-30,0,0,4,10870
665705,1.850,1,hacia_A,-0.5883,8097,-116,-32,-325,-30,0,0,4,10994
665755,1.900,1,hacia_A,-0.6133,8097,-117,-30,-317,-30,0,0,4,10996
665805,1.950,1,hacia_A,-0.6425,8097,-118,-35,-311,-30,0,0,4,10996
665855,2.000,1,hacia_A,-0.6733,8105,-117,-37,-310,-30,0,0,4,10876
665905,2.050,1,hacia_A,-0.7033,8105,-115,-36,-304,-30,0,0,4,10996
665955,2.100,1,hacia_A,-0.7317,8105,-113,-34,-300,-30,0,0,4,10996
666005,2.150,1,hacia_A,-0.7633,8105,-112,-38,-292,-30,0,0,4,10995
666055,2.200,1,hacia_A,-0.7942,8106,-109,-37,-291,-30,0,0,4,10876
666105,2.250,1,hacia_A,-0.8217,8106,-107,-33,-292,-30,0,0,4,10996
666155,2.300,1,hacia_A,-0.8467,8106,-105,-30,-288,-30,0,0,4,10996
666205,2.350,1,hacia_A,-0.8733,8106,-104,-32,-291,-30,0,0,4,10997
666255,2.400,1,hacia_A,-0.8950,8091,-106,-26,-294,-30,0,0,4,10873
666305,2.450,1,hacia_A,-0.9142,8091,-108,-23,-304,-30,0,0,4,10997
666355,2.500,1,hacia_A,-0.9358,8091,-109,-26,-312,-30,0,0,4,10996
666405,2.550,1,hacia_A,-0.9592,8091,-110,-28,-307,-30,0,0,4,10997
666455,2.600,1,hacia_A,-0.9808,8080,-114,-26,-306,-30,0,0,4,10871
666505,2.650,1,hacia_A,-1.0025,8080,-117,-26,-316,-30,0,0,4,10995
666555,2.700,1,hacia_A,-1.0267,8080,-120,-29,-309,-30,0,0,4,10998
666605,2.750,1,hacia_A,-1.0575,8080,-123,-37,-306,-30,0,0,4,11001
666655,2.800,1,hacia_A,-1.0850,8087,-124,-33,-303,-30,0,0,4,10872
666705,2.850,1,hacia_A,-1.1092,8087,-124,-29,-308,-30,0,0,4,10997
666755,2.900,1,hacia_A,-1.1325,8087,-126,-28,-305,-30,0,0,4,10998
666805,2.950,1,hacia_A,-1.1642,8087,-126,-38,-297,-30,0,0,4,10997
666855,3.000,1,hacia_A,-1.1950,8108,-124,-37,-296,-30,0,0,4,10873
666905,3.050,1,hacia_A,-1.2258,8108,-122,-37,-289,-30,0,0,4,10996
666955,3.100,1,hacia_A,-1.2575,8108,-119,-38,-282,-30,0,0,4,10996
667005,3.150,1,hacia_A,-1.2883,8108,-116,-37,-274,-30,0,0,4,10997
667055,3.200,1,hacia_A,-1.3150,8104,-114,-32,-274,-30,0,0,4,10877
667105,3.250,1,hacia_A,-1.3417,8104,-112,-32,-274,-30,0,0,4,10996
667155,3.300,1,hacia_A,-1.3708,8104,-109,-35,-272,-30,0,0,4,10996
667205,3.350,1,hacia_A,-1.4008,8104,-107,-36,-269,-30,0,0,4,10997
