# ensayo 2026-09-14 19:46:48
# lc1_cuentas_por_N=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
3648545,0.000,1,hacia_B,-0.0987,7886,-317,0,-501,30,1,0,5,10872
3648595,0.050,1,hacia_B,-0.0987,7886,-317,0,-494,30,1,0,5,10997
3648645,0.100,1,hacia_B,-0.0978,7886,-317,1,-470,30,1,0,5,10997
3648695,0.150,1,hacia_B,-0.0978,7886,-317,0,-449,30,1,0,5,10998
3648745,0.200,1,hacia_B,-0.0978,7903,-317,0,-426,30,1,0,5,10889
3648795,0.250,1,hacia_B,-0.0970,7903,-318,1,-402,30,1,0,5,10998
3648845,0.300,1,hacia_B,-0.0953,7903,-318,2,-382,30,1,0,5,10999
3648895,0.350,1,hacia_B,-0.0928,7903,-317,3,-365,30,1,0,5,10998
3648945,0.400,1,hacia_B,-0.0887,7917,-314,5,-347,30,1,0,5,10884
3648995,0.450,1,hacia_B,-0.0795,7917,-312,11,-339,30,1,0,5,10998
3649045,0.500,1,hacia_B,-0.0653,7917,-309,17,-330,30,1,0,5,10997
3649095,0.550,1,hacia_B,-0.0462,7917,-305,23,-326,30,1,0,5,11001
3649145,0.600,1,hacia_B,-0.0228,7892,-304,28,-324,30,1,0,5,10881
3649195,0.650,1,hacia_B,0.0022,7892,-301,30,-337,30,0,0,5,10998
3649245,0.700,1,hacia_B,0.0313,7892,-301,35,-335,30,0,0,5,10998
3649295,0.750,1,hacia_B,0.0572,7892,-302,31,-334,30,0,0,5,10999
3649345,0.800,1,hacia_B,0.0788,7938,-305,26,-326,30,0,0,5,10881
3649395,0.850,1,hacia_B,0.0947,7938,-306,19,-316,30,0,0,5,10997
3649445,0.900,1,hacia_B,0.1080,7938,-305,16,-301,30,0,0,5,10999
3649495,0.950,1,hacia_B,0.1230,7938,-303,18,-294,30,0,0,5,10998
3649545,1.000,1,hacia_B,0.1430,7924,-300,24,-287,30,0,0,5,10886
3649595,1.050,1,hacia_B,0.1663,7924,-298,28,-289,30,0,0,5,10997
3649645,1.100,1,hacia_B,0.1947,7924,-294,34,-298,30,0,0,5,10997
3649695,1.150,1,hacia_B,0.2238,7924,-290,35,-307,30,0,0,5,10999
3649745,1.200,1,hacia_B,0.2522,7933,-286,34,-312,30,0,0,5,10879
3649795,1.250,1,hacia_B,0.2822,7933,-285,36,-313,30,0,0,5,10997
3649845,1.300,1,hacia_B,0.3105,7933,-285,34,-311,30,0,0,5,10998
3649895,1.350,1,hacia_B,0.3380,7933,-286,33,-317,30,0,0,5,10996
3649945,1.400,1,hacia_B,0.3655,7929,-286,33,-313,30,0,0,5,10884
3649995,1.450,1,hacia_B,0.3922,7929,-285,32,-320,30,0,0,5,10999
3650045,1.500,1,hacia_B,0.4180,7929,-284,31,-322,30,0,0,5,10999
3650095,1.550,1,hacia_B,0.4455,7929,-283,33,-323,30,0,0,5,10998
3650145,1.600,1,hacia_B,0.4730,7953,-280,33,-328,30,0,0,5,10884
3650195,1.650,1,hacia_B,0.4997,7953,-276,32,-335,30,0,0,5,10997
3650245,1.700,1,hacia_B,0.5263,7953,-272,32,-326,30,0,0,5,10999
3650295,1.750,1,hacia_B,0.5497,7953,-270,28,-325,30,0,0,5,10999
3650345,1.800,1,hacia_B,0.5722,7962,-265,27,-325,30,0,0,5,10882
3650395,1.850,1,hacia_B,0.5955,7962,-262,28,-323,30,0,0,5,10998
3650445,1.900,1,hacia_B,0.6180,7962,-257,27,-321,30,0,0,5,10999
3650495,1.950,1,hacia_B,0.6438,7962,-253,31,-322,30,0,0,5,10997
3650545,2.000,1,hacia_B,0.6697,7958,-250,31,-327,30,0,0,5,10882
3650595,2.050,1,hacia_B,0.6988,7958,-248,35,-329,30,0,0,5,10996
3650645,2.100,1,hacia_B,0.7297,7958,-246,37,-335,30,0,0,5,10999
3650695,2.150,1,hacia_B,0.7605,7958,-246,37,-340,30,0,0,5,11000
3650745,2.200,1,hacia_B,0.7897,7967,-245,35,-349,30,0,0,5,10880
3650795,2.250,1,hacia_B,0.8172,7967,-246,33,-350,30,0,0,5,10998
3650845,2.300,1,hacia_B,0.8447,7967,-248,33,-348,30,0,0,5,10997
3650895,2.350,1,hacia_B,0.8705,7967,-247,31,-351,30,0,0,5,10999
3650945,2.400,1,hacia_B,0.8955,7990,-247,30,-346,30,0,0,5,10882
3650995,2.450,1,hacia_B,0.9197,7990,-246,29,-347,30,0,0,5,10998
3651045,2.500,1,hacia_B,0.9430,7990,-245,28,-339,30,0,0,5,10998
3651095,2.550,1,hacia_B,0.9647,7990,-241,26,-343,30,0,0,5,10999
3651145,2.600,1,hacia_B,0.9855,8009,-237,25,-337,30,0,0,5,10880
