# ensayo 2026-09-14 20:28:01
# lc1_cuentas_por_N=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
6121989,0.000,1,hacia_B,-0.0227,7912,-320,0,-379,30,1,0,5,10864
6122039,0.050,1,hacia_B,-0.0202,7912,-318,3,-364,30,1,0,5,10991
6122089,0.100,1,hacia_B,-0.0152,7912,-316,6,-351,30,1,0,5,10988
6122139,0.150,1,hacia_B,-0.0052,7912,-313,12,-337,30,1,0,5,10993
6122189,0.200,1,hacia_B,0.0098,7902,-309,18,-332,30,0,0,5,10870
6122239,0.250,1,hacia_B,0.0307,7902,-306,25,-332,30,0,0,5,10991
6122289,0.300,1,hacia_B,0.0540,7902,-303,28,-335,30,0,0,5,10988
6122339,0.350,1,hacia_B,0.0790,7902,-302,30,-332,30,0,0,5,10992
6122389,0.400,1,hacia_B,0.1015,7920,-303,27,-331,30,0,0,5,10876
6122439,0.450,1,hacia_B,0.1207,7920,-304,23,-327,30,0,0,5,10986
6122489,0.500,1,hacia_B,0.1373,7920,-303,20,-315,30,0,0,5,10993
6122539,0.550,1,hacia_B,0.1532,7920,-302,19,-308,30,0,0,5,10994
6122589,0.600,1,hacia_B,0.1707,7925,-301,21,-302,30,0,0,5,10874
6122639,0.650,1,hacia_B,0.1923,7925,-300,26,-305,30,0,0,5,10994
6122689,0.700,1,hacia_B,0.2173,7925,-299,30,-305,30,0,0,5,10991
6122739,0.750,1,hacia_B,0.2448,7925,-296,33,-308,30,0,0,5,10986
6122789,0.800,1,hacia_B,0.2715,7933,-291,32,-310,30,0,0,5,10868
6122839,0.850,1,hacia_B,0.2998,7933,-288,34,-315,30,0,0,5,10993
6122889,0.900,1,hacia_B,0.3282,7933,-287,34,-315,30,0,0,5,10993
6122939,0.950,1,hacia_B,0.3548,7933,-285,32,-320,30,0,0,5,10990
6122989,1.000,1,hacia_B,0.3832,7931,-285,34,-321,30,0,0,5,10869
6123039,1.050,1,hacia_B,0.4107,7931,-283,33,-325,30,0,0,5,10992
6123089,1.100,1,hacia_B,0.4365,7931,-281,31,-325,30,0,0,5,10992
6123139,1.150,1,hacia_B,0.4632,7931,-280,32,-324,30,0,0,5,10989
6123189,1.200,1,hacia_B,0.4898,7949,-278,32,-332,30,0,0,5,10879
6123239,1.250,1,hacia_B,0.5182,7949,-275,34,-330,30,0,0,5,10991
6123289,1.300,1,hacia_B,0.5465,7949,-273,34,-334,30,0,0,5,10990
6123339,1.350,1,hacia_B,0.5723,7949,-271,31,-335,30,0,0,5,10988
6123389,1.400,1,hacia_B,0.5990,7955,-269,32,-340,30,0,0,5,10876
6123439,1.450,1,hacia_B,0.6257,7955,-268,32,-333,30,0,0,5,10990
6123489,1.500,1,hacia_B,0.6523,7955,-266,32,-338,30,0,0,5,10990
6123539,1.550,1,hacia_B,0.6790,7955,-263,32,-338,30,0,0,5,10994
6123589,1.600,1,hacia_B,0.7032,7964,-260,29,-343,30,0,0,5,10873
6123639,1.650,1,hacia_B,0.7282,7964,-259,30,-335,30,0,0,5,10987
6123689,1.700,1,hacia_B,0.7523,7964,-256,29,-337,30,0,0,5,10995
6123739,1.750,1,hacia_B,0.7773,7964,-254,30,-335,30,0,0,5,10989
6123789,1.800,1,hacia_B,0.8015,7979,-250,29,-336,30,0,0,5,10869
6123839,1.850,1,hacia_B,0.8257,7979,-247,29,-331,30,0,0,5,10991
6123889,1.900,1,hacia_B,0.8507,7979,-245,30,-333,30,0,0,5,10989
6123939,1.950,1,hacia_B,0.8765,7979,-242,31,-338,30,0,0,5,10991
6123989,2.000,1,hacia_B,0.9015,7991,-239,30,-338,30,0,0,5,10878
6124039,2.050,1,hacia_B,0.9265,7991,-236,30,-333,30,0,0,5,10989
6124089,2.100,1,hacia_B,0.9507,7991,-234,29,-331,30,0,0,5,10989
6124139,2.150,1,hacia_B,0.9757,7991,-231,30,-337,30,0,0,5,10994
6124189,2.200,1,hacia_B,0.9990,8000,-230,28,-329,30,0,0,5,10871
6124239,2.250,1,hacia_B,1.0232,8000,-226,29,-332,30,0,0,5,10993
6124289,2.300,1,hacia_B,1.0473,8000,-224,29,-332,30,0,0,5,10987
6124339,2.350,1,hacia_B,1.0723,8000,-222,30,-335,30,0,0,5,10991
6124389,2.400,1,hacia_B,1.0965,8011,-221,29,-328,30,0,0,5,10869
6124439,2.450,1,hacia_B,1.1198,8011,-217,28,-332,30,0,0,5,10990
6124489,2.500,1,hacia_B,1.1448,8011,-214,30,-328,30,0,0,5,10990
6124539,2.550,1,hacia_B,1.1665,8011,-212,26,-325,30,0,0,5,10993
6124589,2.600,1,hacia_B,1.1898,8020,-208,28,-318,30,0,0,5,10877
6124639,2.650,1,hacia_B,1.2140,8020,-205,29,-322,30,0,0,5,10990
6124689,2.700,1,hacia_B,1.2373,8020,-201,28,-322,30,0,0,5,10990
6124739,2.750,1,hacia_B,1.2607,8020,-199,28,-321,30,0,0,5,10994
6124789,2.800,1,hacia_B,1.2823,8033,-194,26,-318,30,0,0,5,10878
