# ensayo 2026-09-14 19:46:40
# lc1_cuentas_por_N=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
3640745,0.000,1,hacia_B,0.3663,7952,-217,258,-118,300,0,0,5,10869
3640795,0.050,1,hacia_B,0.6580,7952,-195,350,-206,300,0,0,5,10998
3640845,0.100,1,hacia_B,0.9913,7952,-184,400,-308,300,0,0,5,10998
3640895,0.150,1,hacia_B,1.3380,7952,-176,416,-379,300,0,0,5,11001
3640945,0.200,1,hacia_B,1.4988,7842,-139,193,-108,300,0,0,5,10879
3640995,0.250,1,hacia_B,1.6280,7842,-101,155,-51,300,0,0,5,10999
3641045,0.300,1,hacia_B,1.8097,7842,-103,218,126,0,0,1,3,11000
3641095,0.350,1,hacia_B,1.8080,7842,-147,-2,-39,-300,0,1,4,11000
3641145,0.400,1,volviendo_a_A,1.7713,7892,-200,-44,-414,-300,0,1,4,10878
3641195,0.450,1,volviendo_a_A,1.6988,7892,-254,-87,-497,-300,0,1,4,10999
3641245,0.500,1,volviendo_a_A,1.5638,7892,-271,-162,-500,-300,0,0,4,10997
3641295,0.550,1,volviendo_a_A,1.4655,7892,-278,-118,-501,-300,0,0,4,10999
3641345,0.600,1,volviendo_a_A,1.3263,7910,-309,-167,-501,-300,0,0,4,10881
3641395,0.650,1,volviendo_a_A,1.2080,7910,-340,-142,-501,-300,0,0,4,10998
3641445,0.700,1,volviendo_a_A,1.1180,7910,-369,-108,-501,-300,0,0,4,10998
3641495,0.750,1,volviendo_a_A,1.0730,7910,-361,-54,-501,-300,0,0,4,11000
3641545,0.800,1,volviendo_a_A,1.0297,7877,-335,-52,-501,-300,0,0,4,10880
3641595,0.850,1,volviendo_a_A,0.9597,7877,-297,-84,-502,-300,0,0,4,10997
3641645,0.900,1,volviendo_a_A,0.7322,7877,-287,-273,-501,-300,0,0,4,10999
3641695,0.950,1,volviendo_a_A,0.4080,7877,-289,-389,-498,-300,0,0,4,10999
3641745,1.000,1,volviendo_a_A,0.0322,8339,-301,-451,-501,-300,0,0,4,10885
3641795,1.050,1,volviendo_a_A,-0.0795,8339,-251,-134,-502,0,1,0,3,10998
3641845,1.100,1,volviendo_a_A,-0.0812,8339,-200,-2,-503,0,1,0,3,10997
3641895,1.150,1,volviendo_a_A,-0.0795,8339,-146,2,-499,0,1,0,3,10999
