# ensayo 2026-09-21 18:21:20
# lc1_cuentas_por_N=14.41  lc1_cero_N=51.78  lc1_int16=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
943103,0.000,1,hacia_A,-0.0050,8176,-11,-2,-84,-30,0,1,4,10862
943153,0.050,1,hacia_A,-0.0083,8176,-13,-4,-110,-30,0,1,4,10996
943203,0.100,1,hacia_A,-0.0117,8176,-15,-4,-126,-30,0,1,4,10995
943253,0.150,1,hacia_A,-0.0208,8176,-18,-11,-130,-30,0,1,4,10996
943303,0.200,1,hacia_A,-0.0292,8122,-24,-10,-152,-30,0,1,4,10872
943353,0.250,1,hacia_A,-0.0408,8122,-30,-14,-159,-30,0,1,4,10997
943403,0.300,1,hacia_A,-0.0542,8122,-38,-16,-166,-30,0,1,4,10996
943453,0.350,1,hacia_A,-0.0667,8122,-47,-15,-181,-30,0,1,4,10998
943503,0.400,1,hacia_A,-0.0775,8103,-56,-13,-196,-30,0,1,4,10872
943553,0.450,1,hacia_A,-0.0925,8103,-65,-18,-203,-30,0,1,4,10998
943603,0.500,1,hacia_A,-0.1067,8103,-76,-17,-211,-30,0,0,4,10997
943653,0.550,1,hacia_A,-0.1217,8103,-85,-18,-214,-30,0,0,4,10996
943703,0.600,1,hacia_A,-0.1400,8097,-92,-22,-231,-30,0,0,4,10878
943753,0.650,1,hacia_A,-0.1600,8097,-99,-24,-235,-30,0,0,4,10996
943803,0.700,1,hacia_A,-0.1792,8097,-102,-23,-240,-30,0,0,4,10996
943853,0.750,1,hacia_A,-0.1975,8097,-106,-22,-242,-30,0,0,4,10996
943903,0.800,1,hacia_A,-0.2150,8097,-108,-21,-254,-30,0,0,4,10877
943953,0.850,1,hacia_A,-0.2333,8097,-110,-22,-256,-30,0,0,4,10996
944003,0.900,1,hacia_A,-0.2508,8097,-112,-21,-266,-30,0,0,4,10996
944053,0.950,1,hacia_A,-0.2692,8097,-113,-22,-274,-30,0,0,4,10995
944103,1.000,1,hacia_A,-0.2850,8065,-114,-19,-285,-30,0,0,4,10867
944153,1.050,1,hacia_A,-0.3008,8065,-115,-19,-292,-30,0,0,4,10996
944203,1.100,1,hacia_A,-0.3150,8065,-118,-17,-307,-30,0,0,4,10997
944253,1.150,1,hacia_A,-0.3292,8065,-122,-17,-314,-30,0,0,4,10999
944303,1.200,1,hacia_A,-0.3425,8037,-127,-16,-325,-30,0,0,4,10878
944353,1.250,1,hacia_A,-0.3550,8037,-133,-15,-342,-30,0,0,4,10998
944403,1.300,1,hacia_A,-0.3683,8037,-139,-16,-349,-30,0,0,4,10997
944453,1.350,1,hacia_A,-0.3817,8037,-146,-16,-361,-30,0,0,4,10996
944503,1.400,1,hacia_A,-0.3933,8013,-155,-14,-371,-30,0,0,4,10878
944553,1.450,1,hacia_A,-0.4050,8013,-162,-14,-387,-30,0,0,4,10998
944603,1.500,1,hacia_A,-0.4167,8013,-169,-14,-399,-30,0,0,4,10996
944653,1.550,1,hacia_A,-0.4300,8013,-175,-16,-403,-30,0,0,4,10999
944703,1.600,1,hacia_A,-0.4475,8008,-181,-21,-408,-30,0,0,4,10873
944753,1.650,1,hacia_A,-0.4675,8008,-187,-24,-413,-30,0,0,4,10994
944803,1.700,1,hacia_A,-0.4875,8008,-191,-24,-421,-30,0,0,4,10996
944853,1.750,1,hacia_A,-0.5092,8008,-195,-26,-426,-30,0,0,4,10998
944903,1.800,1,hacia_A,-0.5308,8008,-198,-26,-417,-30,0,0,4,10875
944953,1.850,1,hacia_A,-0.5558,8008,-200,-30,-427,-30,0,0,4,10997
945003,1.900,1,hacia_A,-0.5808,8008,-203,-30,-417,-30,0,0,4,10996
945053,1.950,1,hacia_A,-0.6092,8008,-204,-34,-420,-30,0,0,4,10996
945103,2.000,1,hacia_A,-0.6358,7998,-204,-32,-410,-30,0,0,4,10876
945153,2.050,1,hacia_A,-0.6625,7998,-205,-32,-411,-30,0,0,4,10998
945203,2.100,1,hacia_A,-0.6883,7998,-206,-31,-413,-30,0,0,4,10998
945253,2.150,1,hacia_A,-0.7133,7998,-207,-30,-412,-30,0,0,4,10996
945303,2.200,1,hacia_A,-0.7400,7990,-207,-32,-413,-30,0,0,4,10872
945353,2.250,1,hacia_A,-0.7650,7990,-208,-30,-413,-30,0,0,4,10998
945403,2.300,1,hacia_A,-0.7892,7990,-209,-29,-416,-30,0,0,4,10997
945453,2.350,1,hacia_A,-0.8125,7990,-211,-28,-415,-30,0,0,4,10997
945503,2.400,1,hacia_A,-0.8367,7983,-212,-29,-417,-30,0,0,4,10876
945553,2.450,1,hacia_A,-0.8592,7983,-214,-27,-420,-30,0,0,4,10994
945603,2.500,1,hacia_A,-0.8850,7983,-217,-31,-411,-30,0,0,4,10996
945653,2.550,1,hacia_A,-0.9133,7983,-219,-34,-410,-30,0,0,4,11001
945703,2.600,1,hacia_A,-0.9417,7974,-222,-34,-411,-30,0,0,4,10869
945753,2.650,1,hacia_A,-0.9633,7974,-224,-26,-415,-30,0,0,4,10997
945803,2.700,1,hacia_A,-0.9842,7974,-227,-25,-416,-30,0,0,4,10995
945853,2.750,1,hacia_A,-1.0092,7974,-229,-30,-425,-30,0,0,4,10998
945903,2.800,1,hacia_A,-1.0350,7977,-232,-31,-416,-30,0,0,4,10876
945953,2.850,1,hacia_A,-1.0608,7977,-233,-31,-416,-30,0,0,4,10995
946003,2.900,1,hacia_A,-1.0883,7977,-235,-33,-413,-30,0,0,4,10999
946053,2.950,1,hacia_A,-1.1167,7977,-235,-34,-417,-30,0,0,4,10996
946103,3.000,1,hacia_A,-1.1450,7990,-236,-34,-408,-30,0,0,4,10877
946153,3.050,1,hacia_A,-1.1717,7990,-236,-32,-406,-30,0,0,4,10995
946203,3.100,1,hacia_A,-1.1992,7990,-235,-33,-407,-30,0,0,4,10998
946253,3.150,1,hacia_A,-1.2283,7990,-233,-35,-405,-30,0,0,4,10997
946303,3.200,1,hacia_A,-1.2558,7992,-231,-33,-397,-30,0,0,4,10873
946353,3.250,1,hacia_A,-1.2858,7992,-229,-36,-393,-30,0,0,4,10995
946403,3.300,1,hacia_A,-1.3167,7992,-228,-37,-391,-30,0,0,4,10998
946453,3.350,1,hacia_A,-1.3467,7992,-226,-36,-388,-30,0,0,4,10998
946503,3.400,1,hacia_A,-1.3750,7984,-225,-34,-382,-30,0,0,4,10871
946553,3.450,1,hacia_A,-1.4025,7984,-224,-33,-380,-30,0,0,4,10996
946603,3.500,1,hacia_A,-1.4308,7984,-224,-34,-382,-30,0,0,4,10996
946653,3.550,1,hacia_A,-1.4600,7984,-224,-35,-372,-30,0,0,4,10997
946703,3.600,1,hacia_A,-1.4900,7974,-225,-36,-364,-30,0,0,4,10867
946753,3.650,1,hacia_A,-1.5192,7974,-226,-35,-363,-30,0,0,4,10997
946803,3.700,1,hacia_A,-1.5492,7974,-227,-36,-361,-30,0,0,4,10997
946853,3.750,1,hacia_A,-1.5792,7974,-229,-36,-358,-30,0,0,4,10998
946903,3.800,1,hacia_A,-1.6092,7974,-230,-36,-348,-30,0,0,4,10871
946953,3.850,1,hacia_A,-1.6408,7974,-230,-38,-345,-30,0,0,4,10995
947003,3.900,1,hacia_A,-1.6717,7974,-231,-37,-337,-30,0,0,4,10997
947053,3.950,1,hacia_A,-1.7000,7974,-232,-34,-344,-30,0,0,4,10997
947103,4.000,1,hacia_A,-1.7292,7984,-232,-35,-335,-30,0,0,4,10878
947153,4.050,1,hacia_A,-1.7592,7984,-231,-36,-324,-30,0,0,4,10998
947203,4.100,1,hacia_A,-1.7858,7984,-230,-32,-330,-30,0,0,4,10995
947253,4.150,1,hacia_A,-1.8117,7984,-229,-31,-331,-30,0,0,4,10999
947303,4.200,1,hacia_A,-1.8333,7999,-227,-26,-329,-30,0,0,4,10871
947353,4.250,1,hacia_A,-1.8575,7999,-227,-29,-330,0,1,0,3,10997
947403,4.300,1,hacia_A,-1.8717,7999,-225,-17,-307,30,1,0,5,10996
947453,4.350,1,hacia_A,-1.8708,7999,-222,1,-273,30,1,0,5,10997
947503,4.400,1,volviendo_a_B,-1.8683,8014,-220,3,-256,30,1,0,5,10873
947553,4.450,1,volviendo_a_B,-1.8633,8014,-219,6,-239,30,1,0,5,10996
947603,4.500,1,volviendo_a_B,-1.8500,8014,-216,16,-232,30,1,0,5,10997
947653,4.550,1,volviendo_a_B,-1.8325,8014,-212,21,-231,30,1,0,5,10995
947703,4.600,1,volviendo_a_B,-1.8133,8027,-208,23,-227,30,0,0,5,10869
947753,4.650,1,volviendo_a_B,-1.7925,8027,-203,25,-227,30,0,0,5,10995
947803,4.700,1,volviendo_a_B,-1.7700,8027,-199,27,-224,30,0,0,5,10997
947853,4.750,1,volviendo_a_B,-1.7492,8027,-195,25,-217,30,0,0,5,10997
947903,4.800,1,volviendo_a_B,-1.7292,8035,-192,24,-211,30,0,0,5,10872
