# ensayo 2026-09-15 18:13:46
# lc1_cuentas_por_N=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
84466209,0.000,1,hacia_B,-0.0212,7916,-311,1,-355,30,1,0,5,10843
84466259,0.050,1,hacia_B,-0.0170,7916,-309,5,-341,30,1,0,5,10990
84466309,0.100,1,hacia_B,-0.0087,7916,-306,10,-329,30,1,0,5,10991
84466359,0.150,1,hacia_B,0.0047,7916,-304,16,-322,30,1,0,5,10989
84466409,0.200,1,hacia_B,0.0230,7899,-301,22,-320,30,0,0,5,10875
84466459,0.250,1,hacia_B,0.0447,7899,-298,26,-324,30,0,0,5,10989
84466509,0.300,1,hacia_B,0.0697,7899,-296,30,-320,30,0,0,5,10987
84466559,0.350,1,hacia_B,0.0930,7899,-296,28,-322,30,0,0,5,10991
84466609,0.400,1,hacia_B,0.1155,7928,-297,27,-317,30,0,0,5,10879
84466659,0.450,1,hacia_B,0.1347,7928,-297,23,-303,30,0,0,5,10988
84466709,0.500,1,hacia_B,0.1513,7928,-296,20,-297,30,0,0,5,10988
84466759,0.550,1,hacia_B,0.1697,7928,-295,22,-291,30,0,0,5,10991
84466809,0.600,1,hacia_B,0.1913,7932,-293,26,-288,30,0,0,5,10879
84466859,0.650,1,hacia_B,0.2155,7932,-292,29,-298,30,0,0,5,10988
84466909,0.700,1,hacia_B,0.2422,7932,-291,32,-292,30,0,0,5,10992
84466959,0.750,1,hacia_B,0.2688,7932,-287,32,-302,30,0,0,5,10990
84467009,0.800,1,hacia_B,0.2963,7931,-283,33,-298,30,0,0,5,10880
84467059,0.850,1,hacia_B,0.3247,7931,-280,34,-299,30,0,0,5,10988
84467109,0.900,1,hacia_B,0.3505,7931,-279,31,-302,30,0,0,5,10992
84467159,0.950,1,hacia_B,0.3772,7931,-279,32,-303,30,0,0,5,10994
84467209,1.000,1,hacia_B,0.4038,7945,-277,32,-304,30,0,0,5,10867
84467259,1.050,1,hacia_B,0.4313,7945,-276,33,-310,30,0,0,5,10989
84467309,1.100,1,hacia_B,0.4588,7945,-272,33,-307,30,0,0,5,10993
84467359,1.150,1,hacia_B,0.4847,7945,-270,31,-313,30,0,0,5,10989
84467409,1.200,1,hacia_B,0.5122,7949,-269,33,-312,30,0,0,5,10871
84467459,1.250,1,hacia_B,0.5397,7949,-267,33,-313,30,0,0,5,10993
84467509,1.300,1,hacia_B,0.5680,7949,-265,34,-318,30,0,0,5,10990
84467559,1.350,1,hacia_B,0.5972,7949,-263,35,-319,30,0,0,5,10993
84467609,1.400,1,hacia_B,0.6255,7966,-261,34,-324,30,0,0,5,10871
84467659,1.450,1,hacia_B,0.6513,7966,-260,31,-327,30,0,0,5,10992
84467709,1.500,1,hacia_B,0.6772,7966,-260,31,-316,30,0,0,5,10989
84467759,1.550,1,hacia_B,0.7022,7966,-258,30,-317,30,0,0,5,10993
84467809,1.600,1,hacia_B,0.7280,7978,-255,31,-319,30,0,0,5,10878
84467859,1.650,1,hacia_B,0.7522,7978,-252,29,-322,30,0,0,5,10991
84467909,1.700,1,hacia_B,0.7772,7978,-251,30,-320,30,0,0,5,10993
84467959,1.750,1,hacia_B,0.8005,7978,-248,28,-325,30,0,0,5,10989
84468009,1.800,1,hacia_B,0.8247,7984,-245,29,-317,30,0,0,5,10880
84468059,1.850,1,hacia_B,0.8480,7984,-242,28,-320,30,0,0,5,10992
84468109,1.900,1,hacia_B,0.8713,7984,-237,28,-320,30,0,0,5,10990
