# ensayo 2026-09-14 20:24:25
# lc1_cuentas_por_N=0
# repeticiones_pedidas=1  B=1.000 rev (posicion)
# lc1_base ya lleva restada la tara del firmware; lc1_raw es cruda
t_ms,t_rel_s,rep,fase,pos_rev,lc1_raw,lc1_base,rpm,par_x10,ref_rpm,lim_a,lim_b,estado,work_us
5905524,0.000,1,hacia_B,-0.0182,7920,-318,2,-355,30,1,0,5,10859
5905574,0.050,1,hacia_B,-0.0132,7920,-316,6,-350,30,1,0,5,10992
5905624,0.100,1,hacia_B,-0.0032,7920,-314,12,-341,30,1,0,5,10991
5905674,0.150,1,hacia_B,0.0127,7920,-310,19,-327,30,1,0,5,10993
5905724,0.200,1,hacia_B,0.0335,7886,-307,25,-332,30,0,0,5,10860
5905774,0.250,1,hacia_B,0.0577,7886,-305,29,-334,30,0,0,5,10993
5905824,0.300,1,hacia_B,0.0843,7886,-304,32,-333,30,0,0,5,10990
5905874,0.350,1,hacia_B,0.1077,7886,-305,28,-332,30,0,0,5,10988
5905924,0.400,1,hacia_B,0.1268,7925,-305,23,-325,30,0,0,5,10867
5905974,0.450,1,hacia_B,0.1435,7925,-305,20,-312,30,0,0,5,10989
5906024,0.500,1,hacia_B,0.1593,7925,-303,19,-305,30,0,0,5,10993
5906074,0.550,1,hacia_B,0.1777,7925,-303,22,-304,30,0,0,5,10991
5906124,0.600,1,hacia_B,0.1993,7923,-301,26,-299,30,0,0,5,10864
5906174,0.650,1,hacia_B,0.2252,7923,-299,31,-308,30,0,0,5,10994
5906224,0.700,1,hacia_B,0.2527,7923,-296,33,-308,30,0,0,5,10990
5906274,0.750,1,hacia_B,0.2785,7923,-291,31,-310,30,0,0,5,10990
5906324,0.800,1,hacia_B,0.3068,7926,-289,34,-312,30,0,0,5,10871
5906375,0.851,1,hacia_B,0.3366,7926,-287,35,-317,30,0,0,5,10987
5906425,0.901,1,hacia_B,0.3641,7926,-285,33,-322,30,0,0,5,10991
5906476,0.952,1,hacia_B,0.3930,7926,-285,34,-315,30,0,0,5,10986
5906526,1.002,1,hacia_B,0.4205,7942,-283,33,-325,30,0,0,5,10874
5906576,1.052,1,hacia_B,0.4463,7942,-281,31,-326,30,0,0,5,10994
5906627,1.103,1,hacia_B,0.4744,7942,-280,33,-323,30,0,0,5,10990
5906678,1.154,1,hacia_B,0.5016,7942,-278,32,-330,30,0,0,5,10988
5906728,1.204,1,hacia_B,0.5291,7945,-274,33,-328,30,0,0,5,10870
5906779,1.255,1,hacia_B,0.5571,7945,-273,33,-329,30,0,0,5,10994
5906829,1.305,1,hacia_B,0.5838,7945,-271,32,-337,30,0,0,5,10990
5906879,1.355,1,hacia_B,0.6096,7945,-269,31,-332,30,0,0,5,10989
5906929,1.405,1,hacia_B,0.6363,7961,-268,32,-333,30,0,0,5,10872
5906980,1.456,1,hacia_B,0.6618,7961,-266,30,-336,30,0,0,5,10994
5907030,1.506,1,hacia_B,0.6884,7961,-262,32,-335,30,0,0,5,10989
5907080,1.556,1,hacia_B,0.7126,7961,-260,29,-337,30,0,0,5,10993
5907130,1.606,1,hacia_B,0.7376,7973,-259,30,-334,30,0,0,5,10874
5907180,1.656,1,hacia_B,0.7618,7973,-256,29,-335,30,0,0,5,10990
5907230,1.706,1,hacia_B,0.7876,7973,-254,31,-332,30,0,0,5,10986
5907280,1.756,1,hacia_B,0.8109,7973,-250,28,-335,30,0,0,5,10995
5907330,1.806,1,hacia_B,0.8351,7982,-247,29,-333,30,0,0,5,10870
5907380,1.856,1,hacia_B,0.8593,7982,-245,29,-338,30,0,0,5,10990
5907430,1.906,1,hacia_B,0.8851,7982,-242,31,-337,30,0,0,5,10993
5907480,1.956,1,hacia_B,0.9093,7982,-240,29,-340,30,0,0,5,10990
5907530,2.006,1,hacia_B,0.9351,7990,-237,31,-331,30,0,0,5,10871
5907580,2.056,1,hacia_B,0.9593,7990,-235,29,-339,30,0,0,5,10990
5907630,2.106,1,hacia_B,0.9851,7990,-233,31,-337,30,0,0,5,10987
5907680,2.156,1,hacia_B,1.0085,7990,-231,28,-331,30,0,0,5,10994
5907730,2.206,1,hacia_B,1.0334,7997,-228,30,-332,30,0,0,5,10871
5907780,2.256,1,hacia_B,1.0576,7997,-226,29,-335,30,0,0,5,10990
5907830,2.306,1,hacia_B,1.0826,7997,-223,30,-330,30,0,0,5,10994
5907880,2.356,1,hacia_B,1.1059,7997,-221,28,-326,30,0,0,5,10991
5907930,2.406,1,hacia_B,1.1293,8014,-218,28,-323,30,0,0,5,10872
5907980,2.456,1,hacia_B,1.1526,8014,-215,28,-325,30,0,0,5,10989
5908030,2.506,1,hacia_B,1.1751,8014,-212,27,-324,30,0,0,5,10985
5908080,2.556,1,hacia_B,1.1976,8014,-209,27,-324,30,0,0,5,10992
5908130,2.606,1,hacia_B,1.2210,8030,-205,28,-324,30,0,0,5,10878
5908180,2.656,1,hacia_B,1.2435,8030,-202,27,-324,30,0,0,5,10988
5908230,2.706,1,hacia_B,1.2668,8030,-199,28,-313,30,0,0,5,10989
5908280,2.756,1,hacia_B,1.2893,8030,-195,27,-313,30,0,0,5,10992
5908330,2.806,1,hacia_B,1.3110,8032,-190,26,-311,30,0,0,5,10872
5908380,2.856,1,hacia_B,1.3335,8032,-187,27,-306,30,0,0,5,10990
5908430,2.906,1,hacia_B,1.3535,8032,-184,24,-301,30,0,0,5,10987
5908480,2.956,1,hacia_B,1.3718,8032,-182,22,-293,30,0,0,5,10990
5908530,3.006,1,hacia_B,1.3876,8045,-179,19,-283,30,0,0,5,10870
5908580,3.056,1,hacia_B,1.4035,8045,-177,19,-277,30,0,0,5,10988
5908630,3.106,1,hacia_B,1.4210,8045,-174,21,-269,30,0,0,5,10994
5908680,3.156,1,hacia_B,1.4393,8045,-172,22,-269,30,0,0,5,10991
5908730,3.206,1,hacia_B,1.4568,8053,-171,21,-257,30,0,0,5,10869
5908780,3.256,1,hacia_B,1.4726,8053,-169,19,-252,30,0,0,5,10991
5908830,3.306,1,hacia_B,1.4876,8053,-166,18,-240,30,0,0,5,10992
5908880,3.356,1,hacia_B,1.5026,8053,-163,18,-232,30,0,0,5,10986
5908930,3.406,1,hacia_B,1.5176,8068,-161,18,-222,30,0,0,5,10876
5908980,3.456,1,hacia_B,1.5335,8068,-158,19,-216,30,0,0,5,10991
5909030,3.506,1,hacia_B,1.5493,8068,-156,19,-208,30,0,0,5,10986
5909080,3.556,1,hacia_B,1.5643,8068,-153,18,-199,30,0,0,5,10991
5909130,3.606,1,hacia_B,1.5801,8082,-149,19,-185,30,0,0,5,10875
5909180,3.656,1,hacia_B,1.5960,8082,-146,19,-175,30,0,0,5,10990
5909230,3.706,1,hacia_B,1.6135,8082,-142,21,-175,30,0,0,5,10988
5909280,3.756,1,hacia_B,1.6318,8082,-138,22,-165,30,0,0,5,10992
5909330,3.806,1,hacia_B,1.6485,8088,-135,20,-156,30,0,0,5,10878
5909380,3.856,1,hacia_B,1.6668,8088,-132,22,-145,30,0,0,5,10989
5909430,3.906,1,hacia_B,1.6843,8088,-129,21,-141,30,0,0,5,10988
5909480,3.956,1,hacia_B,1.7018,8088,-126,21,-134,30,0,0,5,10993
5909530,4.006,1,hacia_B,1.7193,8078,-125,21,-131,30,0,0,5,10851
5909580,4.056,1,hacia_B,1.7360,8078,-123,20,-121,30,0,0,5,11019
5909630,4.106,1,hacia_B,1.7535,8078,-123,21,-110,0,0,1,3,10989
5909680,4.156,1,hacia_B,1.7576,8078,-123,5,-130,-30,0,1,4,10990
5909730,4.206,1,volviendo_a_A,1.7568,8064,-125,-1,-168,-30,0,1,4,10870
5909780,4.256,1,volviendo_a_A,1.7535,8064,-126,-4,-187,-30,0,1,4,10990
5909830,4.306,1,volviendo_a_A,1.7493,8064,-128,-5,-206,-30,0,1,4,10993
5909880,4.356,1,volviendo_a_A,1.7435,8064,-131,-7,-220,-30,0,1,4,10988
5909930,4.406,1,volviendo_a_A,1.7301,8073,-134,-16,-221,-30,0,1,4,10878
5909980,4.456,1,volviendo_a_A,1.7143,8073,-136,-19,-233,-30,0,0,4,10989
5910030,4.506,1,volviendo_a_A,1.6968,8073,-140,-21,-244,-30,0,0,4,10990
5910080,4.556,1,volviendo_a_A,1.6776,8073,-140,-23,-247,-30,0,0,4,10993
5910130,4.606,1,volviendo_a_A,1.6584,8078,-140,-23,-249,-30,0,0,4,10874
5910180,4.656,1,volviendo_a_A,1.6393,8078,-140,-23,-258,-30,0,0,4,10987
5910230,4.706,1,volviendo_a_A,1.6209,8078,-139,-22,-257,-30,0,0,4,10995
5910280,4.756,1,volviendo_a_A,1.6034,8078,-137,-21,-268,-30,0,0,4,10989
5910330,4.806,1,volviendo_a_A,1.5834,8077,-136,-24,-271,-30,0,0,4,10871
5910380,4.856,1,volviendo_a_A,1.5643,8077,-134,-23,-276,-30,0,0,4,10991
5910430,4.906,1,volviendo_a_A,1.5451,8077,-133,-23,-289,-30,0,0,4,10989
5910480,4.956,1,volviendo_a_A,1.5268,8077,-132,-22,-289,-30,0,0,4,10990
5910530,5.006,1,volviendo_a_A,1.5109,8054,-132,-19,-301,-30,0,0,4,10878
5910580,5.056,1,volviendo_a_A,1.4968,8054,-134,-17,-311,-30,0,0,4,10990
